,Open,High,Low,Close,Volume,SMA_7,SMA_21,EMA_21,BB_Width,RSI,MACD,MACD_Signal,MACD_Hist,ATR,Volume_Ratio,Return_1d,Return_5d,Return_21d,Lag_1,Lag_2,Lag_3,Lag_5,Target
2020-11-10,135.3372992054618,136.45120128789242,134.85966838363456,135.90705946950894,5020105,136.83924808610757,140.0836890329897,140.76638091135848,0.1125122495317374,32.10765402268635,-3.951991115248461,-4.073183908290396,0.12119279304193498,2.7257187438861803,0.9728057642845593,0.003418631948619133,-0.019928541106773556,-0.0929459588000685,-0.021263204893458787,0.014364970906152852,-0.01752712365688358,0.033473693280471783,0
2020-11-11,135.76990738772466,132.05250342829427,130.0330958610648,131.17378774525176,7006556,136.40991895061055,139.33308550579676,139.89432698716695,0.1127697094358208,30.75374910380927,-4.211332168935513,-4.10081356041942,-0.11051860851609341,2.8042073760710844,1.3369746304389032,-0.034827269037625674,-0.05535651726517554,-0.10727544325082394,0.003418631948619133,-0.021263204893458787,0.014364970906152852,0.0013706375019715278,0
2020-11-12,131.55168819780627,128.44778970241572,126.5925180528003,127.89961434584019,7925236,134.8712122209107,138.39426421701194,138.80389856522814,0.12581399877848193,28.811941470204047,-4.627714836376327,-4.206193815610802,-0.42152102076552556,2.983788215021824,1.4433599705603402,-0.02496057677140673,-0.06250375074910208,-0.13355868695144002,-0.034827269037625674,0.003418631948619133,-0.021263204893458787,-0.01752712365688358,1
2020-11-13,128.07706877731843,129.54722065787897,126.8344024665953,128.09368123558727,5346541,133.33307689375357,137.57902315851393,137.83024244435168,0.13954766392148912,28.94889940174994,-4.885721962552395,-4.34209944499912,-0.543622517553275,3.0953360322924914,1.0028735158666682,0.0015173375677453027,-0.0743777886072392,-0.11789560560909851,-0.02496057677140673,-0.034827269037625674,0.003418631948619133,0.014364970906152852,1
2020-11-16,127.64047203861075,130.2579390051409,128.2567598660129,129.75807659287892,3959070,132.3804019615299,137.01918474102047,137.09640918512687,0.13823946290738504,36.43180335060674,-4.899414275498373,-4.4535624110989716,-0.44585186439940117,2.9670089025530495,0.7496911768172849,0.012993578927835925,-0.04198006926695552,-0.08307693935501537,0.0015173375677453027,-0.02496057677140673,-0.034827269037625674,-0.021263204893458787,1
2020-11-17,129.82513078647506,131.03405731336494,129.38962592685132,130.28799892452395,2650906,131.22346350112892,136.31468155352644,136.47746279779932,0.1332665355989055,35.707532793939066,-4.812035083680968,-4.5252569456153715,-0.28677813806559627,2.9582573160625025,0.5310380458180689,0.004083925606478189,-0.04134487617433613,-0.10197343043586204,0.012993578927835925,0.0015173375677453027,-0.02496057677140673,0.003418631948619133,0
2020-11-18,130.55047628226401,131.51238513550666,129.30357513498575,130.13297137636866,4096240,130.46474138427996,135.62550967031981,135.90069085039653,0.12346357872603653,37.58821577204483,-4.701104466199013,-4.5604264497321,-0.14067801646691258,2.9809814930205505,0.822796234710528,-0.0011898835613024517,-0.007934636841503973,-0.10008334017878995,0.004083925606478189,0.012993578927835925,0.0015173375677453027,-0.034827269037625674,0
2020-11-19,130.72951315982888,130.80512711670133,128.77467243615456,129.4765335464047,4210597,129.5460948238365,134.89061800597065,135.31667655003363,0.12170881278967541,37.68665407863593,-4.612984584622524,-4.570938076710185,-0.04204650791233888,2.9688000951996685,0.8471338989876505,-0.005044362109164591,0.012329350707036113,-0.10649923346045886,-0.0011898835613024517,0.004083925606478189,0.012993578927835925,-0.02496057677140673,0
2020-11-20,129.82126635803306,126.46178518792723,125.73838752096921,126.07761212966155,5625514,128.81806973589502,134.16652901752923,134.47676160272707,0.12899033020417125,35.04540444477833,-4.762514196864089,-4.609253300740965,-0.15326089612312366,3.0710571150995856,1.1132645231827978,-0.026251254367456345,-0.015739020742309817,-0.10762665714216879,-0.005044362109164591,-0.0011898835613024517,0.004083925606478189,0.0015173375677453027,0
2020-11-23,126.36538931777885,125.5293710887427,123.40026183130732,124.30754275296381,4694683,128.30491665119843,133.42977399782546,133.5522871618395,0.13742416235404076,20.525937550054195,-4.966595476426818,-4.6807217358781354,-0.2858737405486824,2.8921045911064587,0.9570621219801669,-0.014039521742189587,-0.04200535321601884,-0.11068766654240858,-0.026251254367456345,-0.005044362109164591,-0.0011898835613024517,0.012993578927835925,0
2020-11-24,124.32995017999724,123.87637083613005,122.63430803928286,123.13264280841545,7096932,127.59619687588814,132.63040334594854,132.60504676607366,0.1504888733848599,18.978766929049172,-5.163613050276922,-4.777299998757893,-0.3863130515190294,2.8639265926600226,1.4033190563645819,-0.009451557954799572,-0.05491953345797873,-0.11997464619164855,-0.014039521742189587,-0.026251254367456345,-0.005044362109164591,0.004083925606478189,1
2020-11-25,123.27608445880153,126.21467055736537,124.02641185081713,125.42291861782401,4217726,126.97688859373746,132.07652395547572,131.95212602532368,0.15295915530228685,28.172793046600717,-5.0764268905738845,-4.837125377121091,-0.23930151345279338,2.882288233254555,0.85736844861277,0.018600070275207603,-0.03619415363169032,-0.08486752999933644,-0.009451557954799572,-0.014039521742189587,-0.026251254367456345,-0.0011898835613024517,1
2020-11-26,125.89306827224554,126.63112192725005,125.38266016665493,126.31933048852024,5268116,126.40993596002264,131.5256728850008,131.44005370379608,0.1541013472435193,25.009291764054808,-4.878758987838495,-4.845452099264572,-0.0333068885739225,2.8189655330085506,1.063936145848943,0.007147113785700432,-0.024384365038263245,-0.08389373510329934,0.018600070275207603,-0.009451557954799572,-0.014039521742189587,-0.005044362109164591,0
2020-11-27,125.81426384290066,122.75274722600417,121.60008137140338,122.5215959429509,8654543,125.32259661239152,130.86469920239287,130.6292848164465,0.16245856608157225,24.15373482444616,-4.971245762973425,-4.870610832006343,-0.10063493096708154,2.8532862784074746,1.6447237748652772,-0.03006455568504196,-0.028204977288541544,-0.10176128598385581,0.007147113785700432,0.018600070275207603,-0.009451557954799572,-0.026251254367456345,1
2020-11-30,122.39315435078335,124.22260904795203,122.50991259542955,123.11368318339801,6179389,124.41361798910485,130.26632029968297,129.94604830435117,0.16879411991070495,24.543275574579567,-4.939822507639221,-4.884453167132919,-0.055369340506302045,2.8619408175692334,1.1536336640737275,0.004832513287884366,-0.009604079874206528,-0.0926149048148538,-0.03006455568504196,0.007147113785700432,0.018600070275207603,-0.014039521742189587,0
2020-12-01,122.8283418308827,123.0071226302395,122.02535515312532,122.21746669565348,5261806,123.86216864138942,129.69671910929833,129.24344997628774,0.1659930769731147,28.96652935426819,-4.930401927608941,-4.893642919228123,-0.036759008380817804,2.520109704842701,0.9652219117267798,-0.00727958472665835,-0.00743244108051766,-0.08914671315096012,0.004832513287884366,-0.03006455568504196,0.007147113785700432,-0.009451557954799572,0
2020-12-02,122.35648409663487,121.44788772061831,120.58399923519073,120.74690872085101,4236390,123.35350663680187,128.84321183630368,128.4710371348844,0.16148051694256194,31.647517352705506,-4.984143682810398,-4.911743071944578,-0.07240061086582017,2.309552402557794,0.7859648359867811,-0.012032306138896387,-0.0372819413589095,-0.12925348065939368,-0.00727958472665835,0.004832513287884366,-0.03006455568504196,0.018600070275207603,1
2020-12-03,121.19254529510002,123.12086641655048,121.32946155511232,122.019688691322,4183703,123.1945131915028,128.04126232038152,127.88455091274236,0.15659571308805384,35.23273847106047,-4.86791738302685,-4.902977934161033,0.03506055113418327,2.2853480814446363,0.7702181450742401,0.010540890727177787,-0.03403787670952685,-0.12127944409562974,-0.012032306138896387,-0.00727958472665835,0.004832513287884366,0.007147113785700432,1
2020-12-04,121.80116084145472,125.53418073520837,124.12255808438766,124.3626051675539,3835286,123.0430398414642,127.46677679891053,127.56437402681613,0.13703172042674414,37.30134228205696,-4.534482729730314,-4.829278893274889,0.29479616354457505,2.3817933867541163,0.7328603109415759,0.019201134680476573,0.01502599774704394,-0.08842980889375862,0.010540890727177787,-0.012032306138896387,-0.00727958472665835,-0.03006455568504196,1
2020-12-07,123.47081173270824,127.01107969916875,125.69083233130524,126.66301103119858,4340921,123.09213706184684,126.9085121743328,127.48243193630543,0.12200336246254792,42.12463942157003,-4.038061576575004,-4.671035429934912,0.6329738533599087,2.4535107542613477,0.83631829840326,0.018497568948039778,0.02882967803435199,-0.08471600440044791,0.019201134680476573,0.010540890727177787,-0.012032306138896387,0.004832513287884366,0
2020-12-08,126.5063716688756,125.95114296850629,123.65098139267582,124.98718224461359,7291838,123.44436367637009,126.41056722434719,127.25559105524253,0.10049502415167777,39.51360276136908,-3.7367941765760406,-4.484187179263138,0.7473930026870974,2.510883585547194,1.3747550915639377,-0.013230609101596458,0.02266219079681364,-0.07720417240621746,0.018497568948039778,0.019201134680476573,0.010540890727177787,-0.00727958472665835,0
2020-12-09,125.32969976807158,124.6257294466893,122.98463495238235,124.31631919323414,4931948,123.6161688206324,125.85862721119123,126.98838452233267,0.09329610257642176,39.490385116041175,-3.5116900561561124,-4.289687754641733,0.7779976984856205,2.5088902006675133,0.9483841940646811,-0.0053674548008171286,0.02956109195834622,-0.08528431357073996,-0.013230609101596458,0.018497568948039778,0.019201134680476573,-0.012032306138896387,1
2020-12-10,124.51682770510297,126.17197097655212,123.98240278667593,125.01370327073298,3141122,124.01563118850088,125.56528985526177,126.80886804491452,0.09184298300281246,47.56525117120963,-3.2396753908852673,-4.07968528189044,0.840009891005173,2.3982774981275625,0.6331421990714255,0.005609754873894257,0.024537143239113268,-0.046961245690961384,-0.0053674548008171286,-0.013230609101596458,0.018497568948039778,0.010540890727177787,1
2020-12-11,125.17429071631818,128.32861385659098,126.85850493008414,127.28153148265216,10932687,124.94914872590105,125.5358573379671,126.85183744834521,0.09079700866782578,56.65435290827065,-2.808729737190788,-3.82549417295051,1.0167644357597219,2.4438175186635465,2.0862031891657216,0.018140637006871962,0.023471093349689776,-0.004832562368145554,0.005609754873894257,-0.0053674548008171286,-0.013230609101596458,0.019201134680476573,0
2020-12-14,127.17461755384974,127.81704235397363,125.03511288228863,126.36101460421082,6125592,125.56933814202803,125.45334940313965,126.80721718978754,0.08525409615307532,57.30671728214875,-2.5125174832922426,-3.5628988350188564,1.0503813517266138,2.5230100013781214,1.1452279937453973,-0.007232132326808083,-0.0023842511284796197,-0.013526558177290315,0.018140637006871962,0.005609754873894257,-0.0053674548008171286,0.018497568948039778,0
2020-12-15,125.87615573959471,126.22102776550672,124.64533329507637,125.99945291690324,3070105,125.80317353479222,125.27436732333129,126.73378407407078,0.07681817420629412,51.42967722156937,-2.2806522054841025,-3.306449509111906,1.0257973036278036,2.4254138271055887,0.5717400353822348,-0.002861338906149702,0.00809899586590035,-0.028966394806918427,-0.007232132326808083,0.018140637006871962,0.005609754873894257,-0.013230609101596458,0
2020-12-16,126.19423332475084,123.70859875499492,123.11689971853303,123.50757758302218,4516556,125.35239732790988,124.95149011659312,126.44049257488454,0.06726208917180687,43.53874211647593,-2.2717831146849505,-3.099516230226515,0.8277331155415646,2.542134644089523,0.8378309105854157,-0.019776874233925823,-0.006505514444607008,-0.05204179508067874,-0.002861338906149702,-0.007232132326808083,0.018140637006871962,-0.0053674548008171286,0
2020-12-17,123.19845720688531,121.2775517754957,119.68132959362478,120.78185605444504,5634137,124.75163644360009,124.50619891078722,125.9260710730264,0.06273350350628054,45.79499619472744,-2.456381605772279,-2.9708893053356684,0.5145076995633895,2.478348849252419,1.0315248783781366,-0.02206926556182276,-0.03385106676764327,-0.07185815572349041,-0.019776874233925823,-0.002861338906149702,-0.007232132326808083,0.005609754873894257,1
2020-12-18,121.57325382622547,122.86273135634534,121.8798971298768,122.38801730180397,10658165,124.47616474482435,124.16865051818719,125.60442982109709,0.06260997105629351,48.32800638263437,-2.4448902772818997,-2.8656894997249145,0.4207992224430148,2.504647338493691,1.865408518447424,0.013298034157008809,-0.03844638042806037,-0.05474749787041677,-0.02206926556182276,-0.019776874233925823,-0.002861338906149702,0.018140637006871962,1
2020-12-21,122.59748704006466,125.91532926892869,124.21602005021819,125.44906435273198,3459916,124.53835918510993,124.13871967166672,125.59030568760934,0.0633506077062114,56.77045249318815,-2.1638390126951066,-2.725319402318953,0.5614803896238465,2.6788604768402644,0.6121747276141154,0.025011002861330622,-0.007217022230592729,-0.004985403564616631,0.013298034157008809,-0.02206926556182276,-0.019776874233925823,-0.007232132326808083,1
2020-12-22,125.2305389939118,126.90568728440081,124.02625558520609,125.52878707629793,7963795,124.28796712705932,124.19687416325408,125.58471308658103,0.06357908300271897,60.63839982321745,-1.912623371464349,-2.562780196148032,0.6501568246836831,2.767857922463977,1.3983377420413259,0.0006354987498495834,-0.0037354593985079454,0.009824378282185853,0.025011002861330622,0.013298034157008809,-0.02206926556182276,-0.002861338906149702,1
2020-12-23,125.29854773067483,128.43328439137073,127.78387970656433,127.95409525562665,9433658,124.51555007726157,124.42646713693081,125.80011146558519,0.06847342008858881,62.55845245946119,-1.500533844838941,-2.350330925886214,0.849797081047273,2.8057536095620716,1.583895885946564,0.019320733003295842,0.03600198270924304,0.03915657405902517,0.0006354987498495834,0.025011002861330622,0.013298034157008809,-0.019776874233925823,1
2020-12-24,127.91841748002717,129.46886160579814,127.55228425549646,128.9541479604069,4191370,124.93764936919067,124.59462091514904,126.08684205602353,0.0747866842286926,60.30220259299481,-1.080795295166027,-2.0964237997421766,1.0156285045761497,2.691616845734594,0.7101433531887938,0.007815714712236188,0.06766158571265901,0.02815457797902865,0.019320733003295842,0.0006354987498495834,0.025011002861330622,-0.02206926556182276,0
2020-12-25,128.86149366153933,128.82024880639966,126.62477716431582,127.62650945226567,4823423,125.52606820765403,124.65686753247023,126.22681181931826,0.07623737512778746,52.26051186057977,-0.8455320355855207,-1.8462454469108456,1.0007134113253249,2.6688237217686117,0.8446452475793506,-0.010295430811181672,0.04280232874059697,0.010348210037926187,0.007815714712236188,0.019320733003295842,0.0006354987498495834,0.013298034157008809,1
2020-12-28,128.0541222414935,129.2254907276921,126.9575866024991,128.46151235175392,3560730,126.62316196441243,124.9397206947942,126.42996641317603,0.07937403310224145,58.48611139012736,-0.5849633583414828,-1.5939890291969732,1.0090256708554903,2.6156718993879133,0.6381628377398225,0.006542550627387955,0.024013315799244817,0.04848056673673096,-0.010295430811181672,0.007815714712236188,0.019320733003295842,0.025011002861330622,1
2020-12-29,128.53335426103033,133.3701256442425,131.30143659502815,132.109298788008,4968435,128.01191646244158,125.36808334263276,126.94626935634258,0.09079544169173492,66.61785665250761,-0.0831563501061936,-1.2918224933788174,1.2086661432726238,2.8232480422634376,0.8928023278968475,0.028395948089616763,0.05242233168165922,0.07306755327277115,0.006542550627387955,-0.010295430811181672,0.007815714712236188,0.0006354987498495834,1
2020-12-30,131.81933272001325,132.50202579522576,130.90940008835454,132.274642017198,5311389,128.9869989859367,125.8469964531825,127.4306668709658,0.09497148401579626,65.8428086617625,0.3241347128067815,-0.9686310521416976,1.2927657649484792,2.7806092934773687,0.9452991479155429,0.0012515638997927514,0.03376638123961384,0.08228918168128074,0.028395948089616763,0.006542550627387955,-0.010295430811181672,0.019320733003295842,1
2020-12-31,133.0248141118492,137.08341894306776,135.98692709031755,136.21663393427295,7017095,130.51383425136171,126.58365003477402,128.22939114944825,0.11347153510528413,68.16836202303651,0.9540044482140217,-0.5841039520705538,1.5381084002845755,2.8873140320496367,1.2181592888448673,0.029801569348132606,0.05631835880219893,0.12811694624154435,0.0012515638997927514,0.028395948089616763,0.006542550627387955,0.007815714712236188,0
2021-01-01,136.23678377910673,130.35555370139699,129.56696350261166,130.17724347395696,8335827,130.83142685398033,126.97210502442331,128.40646863349448,0.11404611138256748,56.42276709096842,0.9548455495111341,-0.2763140517542162,1.2311596012653503,3.1635812434765143,1.3926851387228643,-0.044336659084015406,0.01998592637719443,0.06685441398946246,0.029801569348132606,0.0012515638997927514,0.028395948089616763,-0.010295430811181672,1
2021-01-04,130.4774997630301,132.1968954396833,131.7447041741946,131.97396696288808,3995828,131.2628295686205,127.33455082420113,128.73078666343935,0.11874732737864964,59.59182987381245,1.0879514707326052,-0.003460947256851893,1.091412417989457,3.1852934332330767,0.6695219420966604,0.013802131931688777,0.027342466602108262,0.061202978058230606,-0.044336659084015406,0.029801569348132606,0.0012515638997927514,0.006542550627387955,1
2021-01-05,131.73315676788968,133.58092842642913,130.58160164309334,132.13134033406175,2453607,131.9063768374485,127.5949474576708,129.0399279062232,0.12152761254040967,64.96699608039071,1.1923924304073523,0.23570972827598896,0.9566827021313633,3.1936344035877613,0.42848264600900493,0.0011924576853699076,0.0001668432597550229,0.04317226677578545,0.013802131931688777,-0.044336659084015406,0.029801569348132606,0.028395948089616763,0
2021-01-06,132.27527719783214,131.8564218995674,130.2099572302626,131.52344411679684,5344091,132.34379566102606,127.90619802301286,129.26570210718444,0.12122955864184748,70.12178565983736,1.2121377298532252,0.43099532859143624,0.7811424012617889,3.0575726260450287,0.9299122911361031,-0.004600696668390691,-0.0056790771756803915,0.052295457460518335,0.0011924576853699076,0.013802131931688777,-0.044336659084015406,0.0012515638997927514,1
2021-01-07,131.64619888939973,132.65811125298424,130.3873649119509,131.75471822806455,6061179,132.29314129531988,128.26040750086193,129.49197629999173,0.121280873447577,68.49916447172198,1.2322433752768518,0.5912449379285194,0.6409984373483324,3.071134843125961,1.028559850433046,0.0017584249927513618,-0.03275602675926759,0.059834453618823336,-0.004600696668390691,0.0011924576853699076,0.013802131931688777,0.029801569348132606,0
2021-01-08,131.00780759797456,127.85823664631468,125.71697042260895,127.15607423947321,5955150,131.56191732707347,128.36242516604003,129.27962156721733,0.12135020888848044,53.17829832430324,0.8671096069288069,0.6464178717285769,0.22069173520023,3.2504516887210237,1.0551288922201734,-0.03490306875106497,-0.023208121126701897,0.017137089076552314,0.0017584249927513618,-0.004600696668390691,0.0011924576853699076,-0.044336659084015406,0
2021-01-11,127.92483765414931,127.08380268025226,126.22922794963222,126.47409930323568,4729503,130.17012666549672,128.32397601463927,129.02457408867355,0.1212495760143408,51.721478801867555,0.5167519917206391,0.6204846957269894,-0.10373270400635026,3.1109813023386144,0.8484634098794428,-0.005363290273913135,-0.0416738830105714,-0.0063436711517455,-0.03490306875106497,0.0017584249927513618,-0.004600696668390691,0.013802131931688777,1
2021-01-12,126.96379859038335,128.54384936926152,126.49155130728981,127.15805962517646,5665472,129.7388146870995,128.36193053944714,128.85489095562835,0.12027831585105593,48.45219910081076,0.2909273104249337,0.5545732186665783,-0.2636459082416446,3.0513564988352604,0.993251310057705,0.0054079082255482636,-0.03763891818785425,0.0063076813957385625,-0.005363290273913135,-0.03490306875106497,0.0017584249927513618,0.0011924576853699076,1
2021-01-13,127.00653986809647,130.80145904141222,130.40673960611005,130.6394586186539,9881530,129.5481706379232,128.58288319191146,129.01712437953975,0.1150654376353025,52.988521097070475,0.388402168599697,0.521339008653202,-0.13293684005350503,3.1747009321162656,1.6545837683338593,0.027378516184813906,-0.006721124922473454,0.03682560197154783,0.0054079082255482636,-0.005363290273913135,-0.03490306875106497,-0.004600696668390691,0
2021-01-14,130.20745885221925,130.73758931898246,129.2308731272863,129.66118282176214,6278826,129.195290993309,128.87591201280384,129.0756751470145,0.09856955124453065,53.653303276539205,0.38230602902905275,0.4935324127283722,-0.11122638369931948,3.1159398889451992,1.0456955383311621,-0.007488363831538947,-0.015889642773009083,0.04982370603620234,0.027378516184813906,0.0054079082255482636,-0.005363290273913135,0.0017584249927513618,0
2021-01-15,129.79637857160978,129.36488380662843,127.43126472703116,127.88179530316985,4641984,128.67505544850513,129.2140043579812,128.96714061575588,0.08552029362380022,48.9932468896399,0.23122764436058674,0.44107145905481515,-0.20984381469422841,3.113226601055056,0.8138633704887847,-0.013723363306335945,0.005707325175279276,0.05878316065555711,-0.007488363831538947,0.027378516184813906,0.0054079082255482636,-0.03490306875106497,0
2021-01-18,127.91505647551917,127.56099544015268,125.87370821435849,126.65391906758853,4412362,127.9463698541514,129.4171425373043,128.75684774774066,0.0829462097760095,39.65667950169338,0.012276074680926286,0.3553123821800374,-0.3430363074991111,2.9060461579352546,0.7671988274853103,-0.009601649966442749,0.0014217912232110663,0.034855550893230225,-0.013723363306335945,-0.007488363831538947,0.027378516184813906,-0.005363290273913135,1
2021-01-19,126.78905966626708,130.13602201625335,128.17244473830758,128.68127415333137,5035679,128.16425555613114,129.5710572897138,128.7499774209762,0.07776270565308516,43.63634510870799,0.002319255422207789,0.2847137568284715,-0.2823945014062637,3.0410088180633688,0.898449164687862,0.016007045819568688,0.011978906666591849,0.025765116840658298,-0.009601649966442749,-0.013723363306335945,-0.007488363831538947,0.0054079082255482636,1
2021-01-20,128.75523142365506,129.75321431012975,129.27574833324516,129.54919548623099,10372783,128.60355501084476,129.7625053092344,128.82263360872662,0.07661922549901941,36.749634917659776,0.0637277881952798,0.24051656310183317,-0.17678877490655337,2.7740919059868423,1.835301826989804,0.006744736859424005,-0.00834558826216103,0.03202778026915376,0.016007045819568688,-0.009601649966442749,-0.013723363306335945,0.027378516184813906,0
2021-01-21,129.7459448248912,129.1828178520953,128.09742114785723,128.4625633924042,5008663,128.7899126918773,129.78671807765235,128.7898999526973,0.07699575318003508,45.75714828802631,0.024430741849556625,0.19729939885137787,-0.17286865700182125,2.402813613609161,0.8798430503128071,-0.008387794997478548,-0.009244242596534114,0.003973832457349058,0.006744736859424005,0.016007045819568688,-0.009601649966442749,-0.007488363831538947,1
2021-01-22,129.02033719287311,130.16607599867402,129.32561547222767,129.66534271558098,5347192,128.65075327715257,129.82058449456542,128.869485658414,0.07528726047525261,44.11448081843275,0.08931225277973454,0.1757019696370492,-0.08638971685731467,2.3802322307908383,0.935009102547205,0.009362878113390316,0.01394684370971544,0.005515097935371749,-0.008387794997478548,0.006744736859424005,0.016007045819568688,-0.013723363306335945,1
